token_counts,hidden_size,ffn_size,actual_tokens,padded_tokens,padding_overhead,expert_loop_ms,grouped_bmm_ms,grouped_speedup
"64,64,64,64",2048,4096,256,256,1.0,0.22648320198059083,0.18416639566421508,1.2297748520502658
