best_policy,best_queue_ms,resource_aware_queue_ms,static_best_isolated_queue_ms,static_best_average_queue_ms,load_aware_queue_ms,oracle_queue_ms,first_invocation_min_ms,first_invocation_median_ms,first_invocation_max_ms,first_invocation_total_ms
oracle_context,0.7907840013504028,0.8276479840278625,0.823743999004364,0.8716800212860107,0.8478720188140869,0.7907840013504028,86.90749399829656,710.7288010302,1334.5501080621034,1421.4576020604
