order_mode,selected_tokens,key_dim,value_dim,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_online_ms,best_triton_vs_flat_speedup,best_variant,order_span_mean,order_span_p95,monotonic_fraction
random_shuffled,1024,128,128,0.13639488220214843,0.013537280559539795,0.013295999765396117,0.06465536117553711,0.03149696111679077,0.028655359745025633,4.759838418215134,"{""block_d"": 64, ""block_n"": 128, ""block_v"": 64, ""num_n_blocks"": 8, ""num_v_blocks"": 2, ""warps"": 4}",2675.664794921875,6423.89990234375,0.49364614486694336
