order_mode,block_n,block_d,block_v,warps,num_n_blocks,num_v_blocks,triton_online_ms,triton_vs_flat_speedup,max_abs_diff_triton_vs_flat,mean_abs_diff_triton_vs_flat,relative_max_abs_diff_triton
random_sorted,64,64,64,4,16,2,0.04859648227691651,2.7140072027247233,2.9802322387695312e-08,9.140904921878246e-09,2.7274465400022313e-07
random_sorted,128,64,64,4,8,2,0.04434368133544922,2.9742952987802416,2.60770320892334e-08,8.55655457598914e-09,2.3865157225019524e-07
random_sorted,256,64,64,4,4,2,0.04462592124938965,2.9554841498860855,3.3527612686157227e-08,9.651770938035042e-09,3.06837735750251e-07
random_sorted,128,128,64,4,8,2,0.04622335910797119,2.8533452668066954,3.166496753692627e-08,9.097803399527038e-09,2.8979119487523707e-07
random_sorted,256,128,64,4,4,2,0.04542463779449463,2.9035168870982324,4.0978193283081055e-08,9.189577099277813e-09,3.7502389925030675e-07
random_sorted,128,64,128,4,8,1,0.04462975978851318,2.955229953099186,2.7939677238464355e-08,9.17178510917438e-09,2.556981131252092e-07
random_sorted,128,64,64,8,8,2,0.043622398376464845,3.0234743580213985,2.9802322387695312e-08,9.284548241339508e-09,2.7274465400022313e-07
