kind,chunks,serial_ms,multistream_ms,gemm_ms,stream_speedup,overlap_ratio,chunk_overhead
full,1,0.24803327560424804,0.2429952049255371,0.12240896224975586,1.020733210271597,0.011408314997582658,1.0
chunked,2,0.2663228797912598,0.25150495529174804,0.1313792037963867,1.058917028025642,0.012814117868154673,1.0732809214437133
chunked,4,0.22855680465698242,0.2272652816772461,0.11527168273925781,1.0056828872857513,0.04775287379616999,0.9416931621727535
chunked,8,0.2568988800048828,0.329697265625,0.1861631965637207,0.7791962712153075,-0.06507328655908573,1.5208297917262346
chunked,16,0.48154624938964846,0.5875814437866211,0.44835838317871096,0.8195395795455394,-0.027691639891119113,3.662790492937172
