order_mode,selected_tokens,key_dim,value_dim,query_count,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_grouped_ms,best_triton_grouped_per_query_ms,best_triton_vs_flat_speedup,best_oneq_repeated_ms,best_grouped_vs_best_oneq_repeated_speedup,best_variant,best_oneq_variant,order_span_mean,order_span_p95,monotonic_fraction
random_shuffled,2048,128,128,4,0.13336576461791994,0.013455359935760499,0.013374719619750976,0.07450623989105225,0.031231999397277832,0.03090496063232422,0.007726240158081055,4.315351383377255,0.10504768371582031,3.399055736248002,"{""block_d"": 64, ""block_n"": 64, ""block_q"": 4, ""block_v"": 64, ""num_n_blocks"": 32, ""num_q_blocks"": 1, ""num_v_blocks"": 2, ""warps"": 4}","{""block_d"": 64, ""block_n"": 128, ""block_v"": 64, ""num_n_blocks"": 16, ""num_v_blocks"": 2, ""warps"": 8}",2770.884765625,6488.8994140625,0.5017098188400269
