policy,event_median_ms,event_mean_ms,event_min_ms,event_max_ms,wall_median_ms,wall_mean_ms,wall_min_ms,wall_max_ms,speedup_vs_first_policy_event
static_best_average,2.3362079858779907,2.3362079858779907,2.308095932006836,2.3643200397491455,2.905941044446081,2.905941044446081,2.3522779811173677,3.459604107774794,1.0
resource_aware,2.298256039619446,2.298256039619446,2.2917120456695557,2.304800033569336,2.3743134806863964,2.3743134806863964,2.3096819641068578,2.438944997265935,1.016513367355201
