repeat,policy,event_ms,wall_ms
0,static_best_average,2.3643200397491455,3.459604107774794
0,resource_aware,2.2917120456695557,2.3096819641068578
1,static_best_average,2.308095932006836,2.3522779811173677
1,resource_aware,2.304800033569336,2.438944997265935
