order_mode,block_m,block_d,block_q,warps,triton_fused_ms,triton_vs_flat_speedup,max_abs_diff_triton_vs_flat,relative_max_abs_diff_triton
random_segment,8,64,8,4,0.02177216053009033,1.3753784806808131,0.0,0.0
random_segment,16,64,8,4,0.021360640525817872,1.4018756148637472,0.0,0.0
random_segment,32,64,8,4,0.02140160083770752,1.3991925790081237,0.0,0.0
random_segment,16,128,8,4,0.02119679927825928,1.4127114512863161,0.0,0.0
random_segment,32,128,8,4,0.02111488103866577,1.4181922700004281,0.0,0.0
random_segment,16,64,8,8,0.0212992000579834,1.4059195176107278,0.0,0.0
