best_policy,best_queue_ms,resource_aware_queue_ms,static_best_isolated_queue_ms,static_best_average_queue_ms,load_aware_queue_ms,oracle_queue_ms,first_invocation_min_ms,first_invocation_median_ms,first_invocation_max_ms,first_invocation_total_ms
oracle_context,0.8893439769744873,0.9555680155754089,0.9605759978294373,0.9907199740409851,1.0137439966201782,0.8893439769744873,73.29985103569925,369.57066651666537,665.8414819976315,739.1413330333307
