order_mode,selected_tokens,key_dim,value_dim,query_count,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_grouped_ms,best_triton_grouped_per_query_ms,best_triton_vs_flat_speedup,best_oneq_repeated_ms,best_grouped_vs_best_oneq_repeated_speedup,best_variant,best_oneq_variant,order_span_mean,order_span_p95,monotonic_fraction
random_sorted,1024,128,128,8,0.13783040046691894,0.01398784041404724,0.010792959928512574,0.07374847888946533,0.031682560443878176,0.043912320137023925,0.005489040017127991,3.138763791957091,0.297390079498291,6.772360890299477,"{""block_d"": 64, ""block_n"": 128, ""block_q"": 4, ""block_v"": 64, ""num_n_blocks"": 8, ""num_q_blocks"": 2, ""num_v_blocks"": 2, ""warps"": 8}","{""block_d"": 64, ""block_n"": 64, ""block_v"": 64, ""num_n_blocks"": 16, ""num_v_blocks"": 2, ""warps"": 4}",7.995112419128418,22.0,1.0
