expert_id,tokens,isolated_ms,share_of_sum
0,4,0.09284266829490662,0.35007843554289236
1,4,0.05256533126036326,0.19820616177218814
2,4,0.05972266693909963,0.22519406424294053
3,4,0.06007466713587443,0.22652133844197894
