run,token_counts,total_tokens,row_tiles,torch_routed_loop_ms,triton_scatter_ms,triton_compute_ms,triton_gather_ms,triton_movement_ms,triton_routed_ms,triton_routed_speedup,movement_fraction_of_routed,max_abs_diff_vs_torch,relative_max_abs_diff
balanced_4x64,64|64|64|64,256,8,0.27182080745697024,0.018278400599956512,0.15792640447616577,0.018457600474357606,0.036736001074314115,0.1752832055091858,1.5507521480300936,0.2095808378652052,8.0,0.0007656967840735069
skewed_160_64_24_8,160|64|24|8,256,9,0.2727679967880249,0.02229759991168976,0.20236799716949463,0.019788800179958342,0.0420864000916481,0.19586960077285767,1.3925999527836035,0.21486948421595067,8.0,0.0008183306055646482
tiny_4x16,16|16|16|16,64,4,0.2744319915771484,0.018278400599956512,0.15608320236206055,0.01955759972333908,0.03783600032329559,0.16714240312576295,1.6419052642832805,0.2263698476013095,4.0,0.00041562759767248546
