run,shape,serial_ms,multistream_ms,cuda_graph_serial_ms,sum_isolated_ms,overlap_ratio,serial_speedup,valid
default,"mat=2048 vec=65536x256",0.23079679489135743,0.22121728897094728,0.235100154876709,0.23531392216682434,0.059905648871397155,1.0433036041846993,true
memory_heavy_seq,"mat=1024 vec=262144x256",0.5929574584960937,0.5882675170898437,0.5880096054077149,0.5876499247550965,-0.0010509528015418823,1.0079724636666174,true
compute_heavy_seq,"mat=4096 vec=32768x256",0.9558220672607421,0.9590847778320313,0.9386969757080078,0.9648543882369994,0.0059797731920051556,0.9965980999316199,true
