selector,order_mode,selected_variant,used_fallback,selected_latency_ms,best_variant,best_latency_ms,regret_pct,within_threshold,order_span_mean,order_span_p95,monotonic_fraction
global_mean_latency,clustered_segment,N64 D64 V64 Q4 W4,False,0.04284416198730469,N128 D64 V128 Q4 W4,0.042536959648132325,0.7222009793684148,True,7.8279571533203125,1.0,1.0
order_aware_rule_table,clustered_segment,N128 D64 V128 Q4 W4,False,0.042536959648132325,N128 D64 V128 Q4 W4,0.042536959648132325,0.0,True,7.8279571533203125,1.0,1.0
global_mean_latency,random_segment,N64 D64 V64 Q4 W4,False,0.03381247997283936,N64 D64 V64 Q4 W4,0.03381247997283936,0.0,True,92.69012451171875,212.0,0.5200390815734863
order_aware_rule_table,random_segment,N64 D64 V64 Q4 W4,False,0.03381247997283936,N64 D64 V64 Q4 W4,0.03381247997283936,0.0,True,92.69012451171875,212.0,0.5200390815734863
global_mean_latency,random_shuffled,N64 D64 V64 Q4 W4,False,0.043724799156188966,N128 D64 V64 Q4 W8,0.04325376033782959,1.0890124111299526,True,2767.726318359375,6324.39990234375,0.5112414360046387
order_aware_rule_table,random_shuffled,N128 D64 V64 Q4 W8,False,0.04325376033782959,N128 D64 V64 Q4 W8,0.04325376033782959,0.0,True,2767.726318359375,6324.39990234375,0.5112414360046387
global_mean_latency,random_sorted,N64 D64 V64 Q4 W4,False,0.04812416076660156,N128 D128 V64 Q4 W4,0.04294655799865723,12.055920216251593,False,7.995112419128418,22.0,1.0
order_aware_rule_table,random_sorted,N128 D128 V64 Q4 W4,False,0.04294655799865723,N128 D128 V64 Q4 W4,0.04294655799865723,0.0,True,7.995112419128418,22.0,1.0
