run,matrix_size,num_elements,gemm_ms,best_isolated_block,best_isolated_warps,best_isolated_add_ms,best_isolated_concurrent_ms,best_concurrent_block,best_concurrent_warps,best_concurrent_add_ms,best_concurrent_ms,best_concurrent_overlap,best_speedup_block,best_speedup_warps,best_speedup,best_speedup_concurrent_ms,best_speedup_overlap,best_concurrent_differs_from_best_isolated
balanced_2048,2048,16777216,0.11274239540100098,4096,4,0.10186752319335937,0.19492864608764648,2048,8,0.1104793643951416,0.1863545608520508,0.1651595210868365,1024,8,1.1549181886080337,0.19745536804199218,0.1345264155570669,True
memory_heavy_1024,1024,67108864,0.02066431999206543,256,8,0.42268798828125,0.4423833465576172,128,4,0.4229926300048828,0.43491008758544925,0.019715373356732346,4096,4,1.0990396164042904,0.4514201736450195,0.061403499205367806,True
