policy,event_median_ms,event_mean_ms,event_min_ms,event_max_ms,wall_median_ms,wall_mean_ms,wall_min_ms,wall_max_ms,speedup_vs_first_policy_event
static_best_average,2.2662400007247925,2.2823000252246857,2.2310080528259277,2.383903980255127,2.266370051074773,2.2766146382006505,2.2008110536262393,2.387413987889886,1.0
resource_aware,2.2338240146636963,2.245686650276184,2.1596479415893555,2.357759952545166,2.2475405712611973,2.2518668023015684,2.154774032533169,2.399273100309074,1.0145114323457465
