run,token_counts,hidden_size,ffn_size,sum_expert_ms,max_expert_ms,serial_ms,concurrent_ms,stream_speedup,overlap_ratio,dominance_ratio,finite_outputs
balanced_4x64,"64,64,64,64",2048,4096,0.17488400340080262,0.04469760060310364,0.20515840053558348,0.31101720333099364,0.6596368250319835,-0.7784199657083459,0.25558427148230817,true
skewed_160_64_24_8,"160,64,24,8",2048,4096,0.2008087992668152,0.06316959857940674,0.21921238899230958,0.32259840965270997,0.6795209847075825,-0.6064953868085861,0.3145758493156125,true
tiny_4x16,"16,16,16,16",2048,4096,0.1755099982023239,0.0457071989774704,0.20646400451660157,0.30283520221710203,0.6817701608169974,-0.7254584087454696,0.26042504384724674,true
