selector,query_count,block_q,num_q_blocks,query_pressure,order_mode,selected_variant,used_fallback,selected_latency_ms,best_variant,best_latency_ms,regret_pct,within_15pct,order_span_mean,order_span_p95,monotonic_fraction
query_count_aware_h4_8,2,4,1,0.5,clustered_segment,N128 D128 V64 Q4 W4,False,0.04229119777679444,N128 D128 V64 Q4 W4,0.04229119777679444,0.0,True,7.8279571533203125,1.0,1.0
query_count_aware_h4_8,2,4,1,0.5,random_segment,N128 D64 V128 Q4 W4,False,0.04425343990325928,N128 D64 V128 Q4 W4,0.04425343990325928,0.0,True,92.69012451171875,212.0,0.5200390815734863
query_count_aware_h4_8,2,4,1,0.5,random_shuffled,N128 D64 V128 Q4 W4,False,0.043171200752258304,N128 D64 V128 Q4 W4,0.043171200752258304,0.0,True,2767.726318359375,6324.39990234375,0.5112414360046387
query_count_aware_h4_8,2,4,1,0.5,random_sorted,N128 D64 V128 Q4 W4,False,0.044177279472351075,N128 D64 V128 Q4 W4,0.044177279472351075,0.0,True,7.995112419128418,22.0,1.0
query_count_aware_h4_8,8,4,2,2.0,clustered_segment,N128 D64 V64 Q4 W8,False,0.02732032060623169,N128 D64 V64 Q4 W8,0.02732032060623169,0.0,True,7.8279571533203125,1.0,1.0
query_count_aware_h4_8,8,4,2,2.0,random_segment,N128 D64 V64 Q4 W4,False,0.031498239040374756,N128 D64 V64 Q4 W4,0.031498239040374756,0.0,True,92.69012451171875,212.0,0.5200390815734863
query_count_aware_h4_8,8,4,2,2.0,random_shuffled,N128 D64 V128 Q4 W4,False,0.043807358741760255,N128 D64 V128 Q4 W4,0.043807358741760255,0.0,True,2767.726318359375,6324.39990234375,0.5112414360046387
query_count_aware_h4_8,8,4,2,2.0,random_sorted,N128 D64 V64 Q4 W8,False,0.043912320137023925,N128 D64 V64 Q4 W8,0.043912320137023925,0.0,True,7.995112419128418,22.0,1.0
