best_policy,best_queue_ms,resource_aware_queue_ms,static_best_isolated_queue_ms,static_best_average_queue_ms,load_aware_queue_ms,oracle_queue_ms,first_invocation_min_ms,first_invocation_median_ms,first_invocation_max_ms,first_invocation_total_ms
static_best_average,2.1976831436157225,2.200396728515625,2.210099220275879,2.1976831436157225,2.20579833984375,2.256138038635254,70.96836902201176,105.68969597807154,824.6271089883521,1938.4694040054455
