variant_id,block_size,warps,first_invocation_wall_ms
B512_W4,512,4,824.6271089883521
B512_W8,512,8,71.10747904516757
B1024_W4,1024,4,86.495874915272
B1024_W8,1024,8,70.96836902201176
B2048_W4,2048,4,105.67800095304847
B2048_W8,2048,8,84.17237200774252
B4096_W4,4096,4,154.90970492828637
B4096_W8,4096,8,105.70139100309461
B8192_W4,8192,4,276.00776904728264
B8192_W8,8192,8,158.80133409518749
