order_mode,selected_tokens,key_dim,value_dim,query_count,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_grouped_ms,best_triton_grouped_per_query_ms,best_triton_vs_flat_speedup,best_oneq_repeated_ms,best_grouped_vs_best_oneq_repeated_speedup,best_variant,best_oneq_variant,order_span_mean,order_span_p95,monotonic_fraction
clustered_segment,1024,128,128,2,0.10287103652954102,0.009546239972114562,0.009478399753570557,0.05142655849456787,0.0221612811088562,0.04229119777679444,0.02114559888839722,2.432445566391295,0.07546879768371582,1.7845036710009248,"{""block_d"": 128, ""block_n"": 128, ""block_q"": 4, ""block_v"": 64, ""num_n_blocks"": 8, ""num_q_blocks"": 1, ""num_v_blocks"": 2, ""warps"": 4}","{""block_d"": 128, ""block_n"": 128, ""block_v"": 64, ""num_n_blocks"": 8, ""num_v_blocks"": 2, ""warps"": 4}",7.8279571533203125,1.0,1.0
