policy,capture_success,capture_wall_ms,capture_error,python_event_median_ms,graph_event_median_ms,speedup_event,python_wall_median_ms,graph_wall_median_ms,speedup_wall
static_best_average,True,5.441716988570988,,2.183568000793457,2.149888038635254,1.0156659144815667,2.221283968538046,2.165261539630592,1.0258732849967915
resource_aware,True,0.8516589878126979,,2.229215979576111,2.145792007446289,1.0388779396326975,2.146010985597968,2.160378033295274,0.9933497529247735
