order_mode,selected_tokens,key_dim,value_dim,query_count,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_grouped_ms,best_triton_grouped_per_query_ms,best_triton_vs_flat_speedup,best_oneq_repeated_ms,best_grouped_vs_best_oneq_repeated_speedup,best_variant,best_oneq_variant,order_span_mean,order_span_p95,monotonic_fraction
random_segment,1024,128,128,2,0.14444543838500976,0.013352960348129272,0.013557759523391723,0.0748748779296875,0.03196928024291992,0.04425343990325928,0.02212671995162964,3.2640499518404966,0.06659776210784912,1.5049171827870533,"{""block_d"": 64, ""block_n"": 128, ""block_q"": 4, ""block_v"": 128, ""num_n_blocks"": 8, ""num_q_blocks"": 1, ""num_v_blocks"": 1, ""warps"": 4}","{""block_d"": 64, ""block_n"": 64, ""block_v"": 64, ""num_n_blocks"": 16, ""num_v_blocks"": 2, ""warps"": 4}",92.69012451171875,212.0,0.5200390815734863
