expert_id,tokens,isolated_ms,share_of_sum
0,64,0.04382480084896088,0.2505935362682791
1,64,0.04469760060310364,0.25558427148230817
2,64,0.04318720102310181,0.2469476920889358
3,64,0.04317440092563629,0.2468745001604769
