expert_id,tokens,isolated_ms,share_of_sum
0,16,0.04360759854316711,0.24846219013060025
1,16,0.04320000112056732,0.24613982999855855
2,16,0.04299519956111908,0.2449729360235945
3,16,0.0457071989774704,0.26042504384724674
