order_mode,block_n,block_d,block_v,warps,triton_ssv_ms,triton_vs_flat_speedup,max_abs_diff_triton_vs_flat,mean_abs_diff_triton_vs_flat,relative_max_abs_diff_triton
random_segment,64,32,32,4,0.048842668533325195,3.7108539448699362,0.0003064870834350586,0.00011156033724546432,0.00029411512359184234
random_segment,64,64,64,4,0.034143999218940735,5.308341534412894,0.00025665760040283203,6.063125329092145e-05,0.00024629710660958247
