kind,chunks,serial_ms,multistream_ms,gemm_ms,stream_speedup,overlap_ratio,chunk_overhead
full,1,0.6078054428100585,0.597209587097168,0.020500481128692627,1.0177422733020638,0.10602333824763588,1.0
chunked,2,0.6142566299438477,0.6186291122436524,0.04692768096923828,0.9929319810314996,0.10919956301482103,2.289101444724531
chunked,4,0.6771711730957031,0.6074691009521485,0.10024959564208985,1.1147417572915288,0.18764336703533524,4.890109408299679
chunked,8,0.6238000106811523,0.6291667175292969,0.19793056488037108,0.9914701355004611,0.25583544711142847,9.654922908289503
chunked,16,0.6847795104980469,0.695050277709961,0.46246944427490233,0.9852229866798211,0.37383200558681695,22.558955634832717
