order_mode,selected_tokens,key_dim,value_dim,query_count,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_grouped_ms,best_triton_grouped_per_query_ms,best_triton_vs_flat_speedup,best_oneq_repeated_ms,best_grouped_vs_best_oneq_repeated_speedup,best_variant,best_oneq_variant,order_span_mean,order_span_p95,monotonic_fraction
clustered_segment,512,128,128,4,0.09494655609130859,0.009074559807777405,0.009488639831542968,0.05271679878234863,0.022819199562072755,0.03153343915939331,0.007883359789848327,3.010980046019672,0.10610688209533692,3.3649004017289177,"{""block_d"": 64, ""block_n"": 128, ""block_q"": 4, ""block_v"": 64, ""num_n_blocks"": 4, ""num_q_blocks"": 1, ""num_v_blocks"": 2, ""warps"": 8}","{""block_d"": 128, ""block_n"": 128, ""block_v"": 64, ""num_n_blocks"": 4, ""num_v_blocks"": 2, ""warps"": 4}",15.352250099182129,152.0,1.0
