order_mode,block_n,block_d,block_v,warps,triton_ssv_ms,triton_vs_flat_speedup,max_abs_diff_triton_vs_flat,mean_abs_diff_triton_vs_flat,relative_max_abs_diff_triton
clustered_segment,256,32,32,4,0.021848959922790526,5.884647927929343,0.00011660158634185791,3.152174758724868e-05,0.0003527093123552201
clustered_segment,256,64,32,4,0.022196478843688965,5.792515003956013,0.0001467876136302948,3.583766374504194e-05,0.0004440193301831546
clustered_segment,256,64,64,4,0.021956479549407958,5.855831143045308,0.00014679692685604095,3.583788566174917e-05,0.00044404750185347055
clustered_segment,256,64,128,4,0.021422080993652344,6.001911615176817,0.00014679133892059326,3.583727084333077e-05,0.000444030598851281
clustered_segment,256,128,64,4,0.021913599967956544,5.867289579305489,0.00016459310427308083,4.2969415517291054e-05,0.0004978793380766313
clustered_segment,256,64,64,8,0.02164544105529785,5.939977679761412,0.00014679878950119019,3.5838689655065536e-05,0.0004440531361875337
