block_m,block_n,block_k,warps,row_tiles,triton_no_pad_ms,triton_vs_loop_speedup,triton_vs_bmm_speedup
16,32,64,4,4,0.16803840398788453,1.2818403523872555,1.032602035615142
16,64,64,4,4,0.16040560007095336,1.3428359539015045,1.0817377818645748
32,32,64,4,4,0.15500799417495728,1.3895954729876836,1.1194054793300598
32,64,64,4,4,0.1598207950592041,1.3477495647711524,1.0856960006683205
