order_mode,block_n,block_d,block_v,warps,num_n_blocks,num_v_blocks,triton_online_ms,triton_vs_flat_speedup,max_abs_diff_triton_vs_flat,mean_abs_diff_triton_vs_flat,relative_max_abs_diff_triton
clustered_segment,64,64,64,4,16,2,0.05130239963531494,2.405189641722434,4.0978193283081055e-08,1.0675648809410632e-08,3.378889777912333e-07
clustered_segment,128,64,64,4,8,2,0.04151296138763428,2.972372870395119,3.771856427192688e-08,1.0972144082188606e-08,3.110114454669306e-07
clustered_segment,256,64,64,4,4,2,0.04155839920043945,2.9691230310203927,2.9802322387695312e-08,1.0519897841732018e-08,2.457374383936242e-07
clustered_segment,128,128,64,4,8,2,0.042663040161132815,2.8922458346223934,3.725290298461914e-08,1.0213852874585427e-08,3.0717179799203024e-07
clustered_segment,256,128,64,4,4,2,0.041635842323303224,2.963600429654399,3.725290298461914e-08,1.0058784027933143e-08,3.0717179799203024e-07
clustered_segment,128,64,128,4,8,1,0.041368322372436525,2.9827653896010933,3.725290298461914e-08,1.0790472515509464e-08,3.0717179799203024e-07
clustered_segment,128,64,64,8,8,2,0.04130815982818604,2.9871095858927483,2.9802322387695312e-08,1.046373654389754e-08,2.457374383936242e-07
