order_mode,selected_tokens,key_dim,value_dim,torch_flat_total_ms,torch_gather_k_ms,torch_gather_v_ms,torch_score_softmax_ms,torch_value_ms,best_triton_online_ms,best_triton_vs_flat_speedup,best_variant,order_span_mean,order_span_p95,monotonic_fraction
clustered_segment,1024,128,128,0.12339200019836426,0.012083200216293334,0.011779199838638305,0.05834752082824707,0.02994175910949707,0.04130815982818604,2.9871095858927483,"{""block_d"": 64, ""block_n"": 128, ""block_v"": 64, ""num_n_blocks"": 8, ""num_v_blocks"": 2, ""warps"": 8}",7.9169111251831055,1.0,1.0
