block_size,warps,add_ms,serial_ms,concurrent_ms,stream_speedup,overlap_ratio
128,4,0.028697600960731505,0.04337919950485229,0.12206079959869384,0.35539009778301084,-1.222066887255822
1024,4,0.02771199941635132,0.04470399916172028,0.12206079959869384,0.36624370239008863,-1.262664686459786
