order_mode,block_n,block_d,block_v,block_q,warps,num_n_blocks,num_v_blocks,num_q_blocks,triton_grouped_ms,triton_oneq_repeated_ms,triton_grouped_per_query_ms,grouped_vs_flat_speedup,oneq_repeated_vs_flat_speedup,grouped_vs_oneq_repeated_speedup,max_abs_diff_grouped_vs_flat,mean_abs_diff_grouped_vs_flat,relative_max_abs_diff_grouped,max_abs_diff_oneq_vs_flat,relative_max_abs_diff_oneq
random_segment,128,64,64,4,4,1,2,1,0.06778879761695862,0.23388159275054932,0.016947199404239655,2.6160310410387764,0.7582366646091805,3.450151071746396,0.00015118718147277832,3.938951704185456e-05,0.00030515108016143834,1.4901161193847656e-07,3.007599843893538e-07
