order_mode,block_n,block_d,block_v,block_q,warps,num_n_blocks,num_v_blocks,num_q_blocks,triton_grouped_ms,triton_oneq_repeated_ms,triton_grouped_per_query_ms,grouped_vs_flat_speedup,oneq_repeated_vs_flat_speedup,grouped_vs_oneq_repeated_speedup,max_abs_diff_grouped_vs_flat,mean_abs_diff_grouped_vs_flat,relative_max_abs_diff_grouped,max_abs_diff_oneq_vs_flat,relative_max_abs_diff_oneq
random_segment,128,64,64,4,4,1,2,1,0.05017600059509277,0.14561280012130737,0.012544000148773193,2.9274233630818034,1.008746458317625,2.902040784325651,2.682209014892578e-07,5.015090209781192e-08,5.413679719008368e-07,1.4901161193847656e-07,3.007599843893538e-07
