order_mode,block_n,block_d,block_v,warps,num_n_blocks,num_v_blocks,triton_online_ms,triton_vs_flat_speedup,max_abs_diff_triton_vs_flat,mean_abs_diff_triton_vs_flat,relative_max_abs_diff_triton
random_segment,64,64,64,4,16,2,0.04253183841705322,3.127001483142747,2.9802322387695312e-08,8.894460279407213e-09,2.7274465400022313e-07
random_segment,128,64,64,4,8,2,0.032383360862731934,4.106958582052905,2.9802322387695312e-08,7.727692263870267e-09,2.7274465400022313e-07
random_segment,256,64,64,4,4,2,0.02992192029953003,4.444805696945928,3.3527612686157227e-08,1.0000107408814074e-08,3.06837735750251e-07
random_segment,128,128,64,4,8,2,0.030373120307922365,4.378777039125046,2.9802322387695312e-08,7.551804515060212e-09,2.7274465400022313e-07
random_segment,256,128,64,4,4,2,0.02998271942138672,4.435792495728257,3.3527612686157227e-08,9.75354907950532e-09,3.06837735750251e-07
random_segment,128,64,128,4,8,1,0.028590080738067628,4.651862407433768,2.60770320892334e-08,8.289049446830177e-09,2.3865157225019524e-07
random_segment,128,64,64,8,8,2,0.028815360069274903,4.615494010526858,2.9802322387695312e-08,8.389733352487383e-09,2.7274465400022313e-07
