order_mode,block_n,block_d,block_v,block_q,warps,num_n_blocks,num_v_blocks,num_q_blocks,triton_grouped_ms,triton_oneq_repeated_ms,triton_grouped_per_query_ms,grouped_vs_flat_speedup,oneq_repeated_vs_flat_speedup,grouped_vs_oneq_repeated_speedup,max_abs_diff_grouped_vs_flat,mean_abs_diff_grouped_vs_flat,relative_max_abs_diff_grouped,max_abs_diff_oneq_vs_flat,relative_max_abs_diff_oneq
random_segment,16,32,32,2,4,1,2,1,0.08191999793052673,0.10103467106819153,0.04095999896526337,2.166015771608655,1.7562288831317059,1.2333334182195077,0.00023102760314941406,6.995711009949446e-05,0.00014096702506332604,5.960464477539062e-07,3.636920151272602e-07
