best_policy,best_queue_ms,resource_aware_queue_ms,static_best_isolated_queue_ms,static_best_average_queue_ms,load_aware_queue_ms,oracle_queue_ms,first_invocation_min_ms,first_invocation_median_ms,first_invocation_max_ms,first_invocation_total_ms
resource_aware,1.6236799955368042,1.6236799955368042,1.8228479623794556,1.8055039644241333,2.178800106048584,1.6491999626159668,1.7357789911329746,372.61573201976717,743.4956850484014,745.2314640395343
