block_size,warps,fused_ms,serial_ms,concurrent_ms,stream_speedup,overlap_ratio,nominal_fused_gbps
256,4,0.036864000062147774,0.048895999789237976,0.12294399738311768,0.39770953303940837,-0.5392627931313096,227.55555517192732
